"ADDRESS","TOWN_DESC","ZIP_CODE","ZIP_CODE_4","NO_BEDROOMS","BTH_DESC","SALE_PRICE","SETTLED_DATE","SQUARE_FEET","TOTAL_BLDG_SF_CI","LOT_SIZE","YEAR_BUILT","PROP_TYPE","STYLE_SF","GARAGE_SPACES_SF","PARKING_SPACES_SF","MARKET_TIME","LIST_PRICE","PRICE_PER_SQFT","HEATING_SF","SITE_CONDITION_CI","REMARKS","FIRM_RMK1","RSU_UNITS_CI","SALE_OFFICE","MAIN_SO","SALE_AGENT","LIST_AGENT","COUNTY","LIST_OFFICE","STREET_NAME","STREET_NUM","NO_HALF_BATHS","COOLING_CC","COL_COMMON_MF","COOLING_SF","HEA_COMMON_MF","HTE_MF","HEATING_CC","GARAGE_SPACES_CC","TOTAL_PARKING_CC","PARKING_SPACES_MF","PARKING_SPACES_CC","TOTAL_PARKING_SF","TOTAL_PARKING_MF","CONSTRUCTION_SF","CONSTRUCTION_MF","CONSTRUCTION_CC","STATUS","STATUS_DATE","CONTINGENCY_TYPE","TAXES","TAX_YEAR","REQD_OWN_ASSOCIATION_MH","REQD_OWN_ASSOCIATION_SF","REQD_OWN_ASSOCIATION_LD","ASSESSMENTS","ASSESSED_VALUE_BLDG_CI","ASSESSED_VALUE_LAND_CI","TOTAL_ASSESSED_VALUE_CI","PHOTO_DATE","INTERIOR_FEATURES_SF","IFE_COMMON_MF","INTERIOR_FEATURES_CC","CSO_ListDate","ACTIVE_STATUS_FLAG_DATE","LIST_DATE","OFF_MKT_DATE","OFFER_DATE","CTG_EXPIRY_DATE"
"16 Lindbergh Ave","Weymouth, MA","02188","1509",4,"3f 0h",,,2156,,8550.00,1930,"MF",,,,153,674000.00,312.62,,,"Versatile property featuring a generous 3-bedroom, 1-bathroom owner’s unit on the first floor, paired with a separate 1-bedroom, 1-bathroom apartment on the second floor. Ideal for rental income or flexible living arrangements. Unlock outstanding income potential: currently generating $4,000/month in rent, with area standards indicating possible gross rents exceeding $5,900/month. To be delivered vacant. Build wealth while enjoying robust cash flow!  Value Play ->Bonus space: A partially finished walk-out basement with a full bathroom offers endless possibilities, such as a home office, guest suite, or potential accessory unit. Private outdoor oasis: Relax or entertain in the expansive yard, complete with multiple decks and a patio. Convenient parking: Off-street parking for 5 vehicles ensures hassle-free access. Prime location: Just off Rt 53, with quick access to the MBTA Commuter Rail, Tufts Library, shops, and dining.","DELIVERED VACANT.",,,,,"BB802415","Norfolk","AN4866","Lindbergh Ave",16,0,,,,,,,,0,5,,0,5,,"Frame",,"ACT",12/5/2025 11:32:00 AM,,6436.00,"2025",,,,637200,,,,11/13/2025 4:04:00 PM,,,,,,"07/09/2025",,,
"48 Taunton Green","Taunton, MA","02780",,24,"24f 0h",,,18903,,6982.00,1900,"MF",,,,37,3950000.00,208.96,,,"Portfolio Offering, 6 Weir St. (12 units) and 48 Taunton Green (16 units) located in downtown Taunton.  Includes 24 apartments (all 1-BR / 1 bath) + 4 commercial (2 occupied / 2 vacant).  Going-in Cap Rate of 7% based on current rents.  Short term upside potential through rent increases.  Future value-add re-development potential with vacant commercial and vacant attic space.  Well-located brick buildings, both are located right next to each other.  FOR ADDITIONAL INFORMATION PLEASE SEE FIRM REMARKS","TO RECEIVE A DETAILED BROCHURE PLEASE EMAIL ONLY TO taunton28U@gmail.com. SHOWINGS, TO QUALIFIED BUYERS, WILL BE BY APPOINTMENT ONLY.",,,,,"CN238517","Bristol","AN6071","Taunton Green",48,0,,,,,,,,0,0,,0,0,,,,"ACT",11/4/2025 3:55:00 PM,,37003.00,"2024",,,,2320400,,,,11/4/2025 3:55:00 PM,,,,,,"11/04/2025",,,
"16 Clinton Street","Taunton, MA","02780",,8,"6f 0h",,,4267,,9583.00,1910,"MF",,,,52,870000.00,203.89,,,"The Clinton Street Multifamily, a 6-unit multifamily property located at 16 Clinton St in Taunton, Massachusetts.The property is currently comprised of (4) one bedroom & (2) two bedroom units. Tenants are responsible for their electric while the landlord provides heat and hot water for the tenants on the first and second floor. The third floor heat is tenant paid electric. There is off-street parking and coin-op laundry for tenant use.The Clinton Street Multifamily provides an investor the opportunity to acquire a well-maintained property with the ability to raise rents to market levels through unit renovations. All interested and qualified parties will have the opportunity to obtain additional information and walk the premises upon request.","",,,,,"CN257277","Bristol","AN8574","Clinton Street",16,0,,,,,,,,0,6,,0,8,,,,"ACT",10/20/2025 1:24:00 PM,,7910.72,"2025",,,,723100,,,,10/20/2025 1:30:00 PM,,,,,,"10/20/2025",,,
"278 Cohannet St","Taunton, MA","02780",,6,"2f 0h",,,1531,,3920.00,1900,"MF",,,,3,665000.00,434.36,,,"BACK ON MARKET DUE TO FINANCING Excellent Investment or Owner-Occupied  a well-maintained 2-family home located near the center of town and a variety of local restaurants and shops. The property was fully updated back 2023 so all the major projects in the home were updated. The first-floor unit offers a 3-bedroom  and 1 bathroom layout. The second-floor offers 3 bedroom and 1 bath. Inside both units you'll find updated countertops, ceramic tile, vinyl floors, stainless steel appliances, updated windows and both bathrooms were fully updated. . Each unit enjoys separate utilities, gas heating and electrical water tanks.  Off-street shared driveway for up to 2/3 cars. Both units are fully rented and fully deleaded.","Pictures are prior to units being occupied. Large garage on property, has never used by owner and  may need updating. Buyer/Buyer Agent must conduct their own due diligence and verification",,,,,"CN204889","Bristol","AC0756","Cohannet St",278,0,,,,,,,,0,3,,0,4,,,,"NEW",12/8/2025 10:53:00 PM,,5082.00,"2025",,,,464500,,,,12/8/2025 10:53:00 PM,,,,,,"12/08/2025",,,
"21 Arthur St","Quincy, MA","02169",,6,"4f 0h",,,2645,,6000.00,1900,"MF",,,,69,999999.00,378.07,,,"Fantastic opportunity to own a spacious three-family property offering 6 bedrooms and 4 bathrooms across highly functional layouts. Each unit boasts large bedrooms,  and an abundance of natural light, creating comfortable and inviting living spaces. Situated on a generous lot with parking for at least six cars, this property combines convenience with potential.With plenty of room for value-add improvements and rental-growth opportunity, it’s a good fit for both investors seeking strong returns and owner-occupants who want the flexibility to customize the space to their liking. The property’s location provides easy access to highways, public transit, shopping, and dining, ensuring long-term appeal for tenants and residents alike.","",,,,,"CN240531","Norfolk","BB9279","Arthur St",21,0,,,,,,,,0,6,,0,6,,,,"ACT",10/14/2025 1:07:00 PM,,9624.00,"2025",,,,834700,,,,8/18/2025 7:36:00 PM,,,,,,"08/18/2025",,,
"347 Centre St.","Quincy, MA","02169",,4,"2f 0h",,,2328,,5135.00,1880,"MF",,,,115,949000.00,407.65,,,"Exceptional multifamily located in prime Quincy location, just minutes from the highway and two blocks from Quincy Adams T Station. This home features two spacious units: Unit 1 offers 2 bedrooms (main room with walk in closet)  plus office and 1 full bath; Unit 2 includes 2 beds and 1 bath. Major updates include new roof (2024), boiler and water tank (Unit 2), siding and gutters (2019), renovated kitchen (2019), and windows (2016–2017).  Unit 2 is modern and well-maintained with in-unit laundry connections. Property includes 900 sq ft of unfinished attic space and a two-car garage (2019) with an unfinished second level. Separate laundry connections and utility meters for each unit. Full list of updates available in attached sheet.","Separate Gas and Electric meters for each unit. Buyers and Buyer's agent perform their do diligence. Sold as-is.",,,,,"CN240694","Norfolk","AN6201","Centre St.",347,0,,,,,,,,0,4,,0,6,,"Frame",,"ACT",10/11/2025 8:43:00 AM,,8734.00,"2024",,,,775000,,,,8/18/2025 4:31:00 PM,,,,,,"08/18/2025",,,
"503 Sea St","Quincy, MA","02169","2742",5,"5f 0h",,,2994,,8078.00,1922,"MF",,,,37,1149000.00,383.77,,,"Solid and well maintained Adams Shore four family! Three 1 bedroom units and the first floor unit is a 2 bedroom and 2 bath with fireplace, a nice sitting porch, and loads of charm and natural woodwork. Other features include ample off street parking, bus stop at your front door or short walk to the redline. All the 1 bedroom units have their own private decks, coin operated laundry in the basement. This property has a great rental history and is ideal for the savvy investor.","",,,,,"BB302445","Norfolk","BB8180","Sea St",503,0,,,,,,,,0,10,,0,10,,,,"ACT",11/20/2025 1:17:00 PM,,9414.00,"2025",,,,816500,,,,11/4/2025 3:30:00 PM,,,,,,"11/04/2025",,,
"297 Billings St.","Quincy, MA","02171",,4,"2f 0h",,,2056,,4240.00,1938,"MF",,,,29,949000.00,461.58,,,"Discover this charming two-family home in the coveted Wollaston neighborhood, just four houses from the beach. Ideal for commuters, it's only 15 minutes from Boston and a short walk to the Red Line T. This classic residence boasts a timeless design with ample space, featuring beautiful hardwood floors and abundant natural light. Enjoy the lovely backyard and the convenience of a garage. In 2021, the home underwent extensive interior restoration, including painting, floor refinishing, and updates to electrical and plumbing systems, along with the reconstruction of the bathroom and laundry areas. This property offers a fantastic investment opportunity, blending coastal charm with practicality. It's walkable to local restaurants and shops. Don't miss the chance to own a piece of desirable Quincy.","",,,,,"CT003445","Norfolk","AN4191","Billings St.",297,0,,,,,,,,0,1,,0,2,,,,"ACT",12/3/2025 12:00:00 PM,,8965.73,"2025",,,,777600,,,,11/12/2025 2:42:00 PM,,,,,,"11/12/2025",,,
"46-48 Buckley St","Quincy, MA","02169",,5,"2f 1h",,,2750,,4462.00,1890,"MF",,,,27,898000.00,326.55,,,"Rare find opportunity for this good size duplex. Only a few minutes access to I-93 & R-3, BJ'S & South Shore Shopping Mall. The house has 2 driveway, a huge heated garage can be bonus for entertainment, the roof & 2 high efficiency heat/hot water burner were replaced 2022. Left side is nicely maintained at move in condition, featuring 3 beds & 2 full baths; the right side needs TLC, & the tenant living there over 10 years. Both rents are currently under market, leases are good to 06/2026.  The house to be sold ""as is "" condition. Seller & listing agent makes no representation or warranty. Seller & seller agent to do your own due diligence. Showings start from Open House Sunday 12-2PM.","All offers must included lead disclosure & home inspection disclosure, with the offer papers in one pdf to Denkar168@gmail.com.",,,,,"BB810140","Norfolk","AC0429","Buckley St",46,1,,,,,,,,0,3,,0,4,,"Frame",,"ACT",11/14/2025 12:16:00 AM,,9081.00,"2025",,,,787600,,,,11/14/2025 11:51:00 AM,,,,,,"11/14/2025",,,
"91-99 Garfield Street","Quincy, MA","02169",,25,"22f 0h",,,10016,,16988.00,1915,"MF",,,,29,3850000.00,384.38,,,"91-99 Garfield Street is a 17-unit multifamily opportunity located in Quincy that is comprised of a 14-unit building (99 Garfield) and a 3-unit building (91 Garfield). They are separately deeded buildings that the owner prefers to sell together but will entertain separate sales. This portfolio is a great value-add deal for a buyer as there is significant upside in the rents whether keeping the units in their current condition or renovating to higher end finishes. Garfield Street has excellent highway and public bus access and is walkable to Quincy Center.","",,,,,"CN212672","Norfolk","AN1252","Garfield Street",91,0,,,,,,,,0,13,,0,13,,"Frame",,"ACT",11/12/2025 8:31:00 PM,,33639.00,"2025",,,,2964800,,,,11/12/2025 8:31:00 PM,,,,,,"11/12/2025",,,
"33 Elm St","Quincy, MA","02169","5425",6,"4f 0h",,,2712,,11950.00,1780,"MF",,,,48,1595000.00,588.13,,,"Bring Your Vision to Quincy Center!  This antique Saltbox home sits on a prime parcel in downtown, offering a unique opportunity to rebuild or reimagine in one of the city’s most convenient and growing neighborhoods.  The existing structure has been condemned by the City of Quincy, paving the way for new construction or creative redevelopment within the Residence B zoning district.  Enjoy easy access to shops, restaurants, the T, and major routes, all while creating something new in a thriving community.","No access to interior of property without an accepted offer.  Go direct to walk the land.  No appointment needed.  It is essentially a teardown and should be considered by buyers who are developers or investors.  See attached Dimensional Regulations, Assessor's map",,,,,"BB901936","Norfolk","BB5919","Elm St",33,0,,,,,,,,0,4,,0,4,,"Frame",,"ACT",10/24/2025 9:08:00 AM,,9754.00,"2025",,,,846000,,,,11/3/2025 9:42:00 AM,,,,,,"10/24/2025",,,
"14 Arthur Ave","Quincy, MA","02169","4817",8,"4f 0h",,,3200,,7380.00,1900,"MF",,,,46,1099000.00,343.44,,,"Four family in West Quincy on dead end street. Two 2-bedroom units & two 1-bedroom units. Rent includes all utilities. Property features an oversized one-car garage with attached storage shed. This property has a great rental history with off-street parking and can be purchased with abutting three family or separately.","",,,,,"BB302445","Norfolk","BB8180","Arthur Ave",14,0,,,,,5944,,,0,8,,0,9,,"Frame",,"ACT",12/1/2025 4:45:00 PM,,10535.00,"2025",,,,913700,,,,10/26/2025 8:28:00 AM,,,,,,"10/26/2025",,,
"22-24 James St","Quincy, MA","02169","6914",5,"2f 0h",,,2984,,5185.00,1910,"MF",,,,0,949000.00,318.03,,,"Introducing a rare investment opportunity located in a convenient location, just minutes from Quincy center. This appealing and well kept 2-family home offers access to Quincy centers amenities with a bus stop conveniently located at the end of James Street. Enjoy peace of mind with a newer roof, upgraded electrical, newer heating units, and added insulation. Spacious layouts and refinished hardwood floors enhance both units. Each features a spacious eat-in kitchen with gas cooking and a generous dining room. Unit 2 offers an updated kitchen, a finished third-floor bedroom/bonus room, and a large partially finished attic with potential for additional living space. Both units include oversized rear decks. Long driveway with single-car garage. Tenants are currently TAW. Open House: Saturday, December 13, 12–1 p.m","",,,,,"CN235052","Norfolk","AN6458","James St",22,0,,,,,,,,0,4,,0,5,,,,"NEW",12/11/2025 10:46:00 AM,,9924.00,"2025",,,,860700,,,,12/11/2025 10:46:00 AM,,,,,,"12/11/2025",,,
"7-9 Kittredge Ave","Quincy, MA","02169",,6,"3f 0h",,,2544,,3400.00,1920,"MF",,,,3,1149900.00,452.00,,,"Turnkey investment property, perfect for owner-occupants or investors alike, located at 7–9 Kittredge Ave, Quincy, MA. This meticulously maintained multi-family residence offers immediate move-in potential with major updates already completed. Both first and second-floor kitchens were fully renovated in 2022, featuring modern finishes, new cabinetry, and upgraded surfaces. The bathrooms on the first and second floors were also renovated in 2022, providing fresh, contemporary style and improved functionality. Outside, a new shed built in 2021 offers additional storage and convenience. Inside, each unit provides comfortable living spaces with well-appointed layouts ideal for a variety of living arrangements. Whether you’re looking to live in one unit while generating rental income or seeking a strong-performing addition to your investment portfolio, this property delivers exceptional value and long-term potential.","",,,,,"CN252350","Norfolk","AN9063","Kittredge Ave",7,0,,,,,,,,0,4,,0,4,,,,"NEW",12/8/2025 7:29:00 PM,,9903.00,"2025",,,,858900,,,,12/8/2025 7:29:00 PM,,,,,,"12/08/2025",,,
"20-22 Hedge Rd","Plymouth, MA","02360","4331",6,"2f 2h",,,2688,,47441.00,1900,"MF",,,,152,799900.00,297.58,,,"Incredible North Plymouth location with the beach at the end of the street. Large 2 family with two 3 bedrooms 1.5 bath apartments. Newer roof, updated electrical, High ceilings, Hard wood floors, laundry hook up, natural gas, separate utilities, front porch, back deck, back yard, town sewer, great location. Registered de leaded with State. New decks, new flooring in unit 22, new water heater. one unit is now vacant.","Buyer to do due diligence to confirm all information supplied by the Town & owners.",,,,,"A0002243","Plymouth","AN8484","Hedge Rd",20,2,,,,,,,,0,4,,0,4,,,,"ACT",11/1/2025 9:13:00 AM,,6673.00,"2024",,,,518500,,,,11/2/2024 12:30:00 PM,,,,,,"11/02/2024",,,
"110 Valley Rd.","Plymouth, MA","02360",,31,"24f 5h",,,33000,,315810.00,1929,"MF",,,,259,6975000.00,211.36,,,"Welcome to Camp Bournedale!!! Great opportunity for year round camps/sports/weddings/VA camp (The function hall & cabins are Approved for 190 guests!). Potential of 17 lot condo/VA housing (15 cabins, 2 homes, 9900 sf function hall). This camp started in 1929 and has been under the watchful eye of its current management since 1939. The property has approximately 7.25 acres of land and is located on beautiful Great Herring Pond (AKA Lake Manomet, a 428 acre Great pond), ideal for fishing, boating & other water sports. With 417’ frontage on the lake, 70'x60' dock, 5000+ sf lawn area (fantastic for weddings/other formal events) this is the perfect location for a residential water front camp or resort. The 15 cabins are perfectly situated on a knoll overlooking the lake, surrounding a 190 person function facility (w/commercial kitchen & full bar) & easy access to the water with 2 barns, 2 bball courts, 5 tennis/Pickleball courts, soccer field & baseball fields and plenty of parking.","",,,,,"A0001253","Plymouth","M95268","Valley Rd.",110,5,,,,,,,,0,99,,0,105,,"Frame",,"ACT",9/2/2025 1:58:00 PM,,9990.00,"2025",,,,9990000,,,,3/27/2025 10:06:00 AM,,"Ceiling Fans, Pantry, Cathedral/Vaulted Ceilings, Fireplace - Propane Gas, Hardwood Floors",,,,"03/27/2025",,,
"126 Summer St","Plymouth, MA","02360",,6,"3f 0h",,,2850,,6100.00,1900,"MF",,,,15,825000.00,289.47,,,"Whether you're looking to expand your investment portfolio or begin your journey into homeownership, this well-kept 3-family in the heart of downtown Plymouth is a rare find. Each unit offers comfortable, spacious living, 2 with deck views of Upper Town Brook, and the property sits just a short walk from the shops, restaurants, and entertainment that make America’s Hometown so special. Plymouth continues to be one of the fastest-growing communities in Massachusetts, and multi-families in this location are becoming increasingly hard to come by. Several recent upgrades have also been completed, helping keep long-term ownership costs lower for the next buyer. This is a strong opportunity in a high-demand market. Come take a look!","All offers to be sent via email to a.eufrazio@kw.com. Please have it be one PDF. Attached in the documents you will find the parking expansion 3D-concept. It is just a visual to show the lots possibilities. Subject to town approval.",,,,,"CN253710","Plymouth","A95627","Summer St",126,0,,,,,,,,0,4,,0,4,,"Frame",,"ACT",11/26/2025 6:30:00 PM,,7217.00,"2025",,,,568700,,,,11/26/2025 6:33:00 PM,,,,,,"11/26/2025",,,
"5-7 Forest Ave.","Plymouth, MA","02360",,12,"6f 0h",,,4690,,11609.00,1900,"MF",,,,36,1800000.00,383.80,,,"6 units good neighborhood. Building consists of 6-2 bedrooms, tenant paid utilities, off-street parking, units in good condition, some newer gas fired boilers. Approximately 40 miles south of Boston located in the south shore. If interested call or email listing Broker to schedule a tour.","PLEASE DON'T ENTER PROPERTY OR DISTRURB TENANTS WITHOUT LISTING OFFICE.",,,,,"C0001240","Plymouth","BB5145","Forest Ave.",5,0,,,,,,,,0,12,,0,12,,"Frame",,"ACT",11/5/2025 11:42:00 AM,,12592.00,"2025",,,,977600,,,,11/5/2025 11:42:00 AM,,,,,,"11/05/2025",,,
"52 Pleasant St","Woburn, MA","01801",,5,"2f 1h",,,3932,,7405.00,1940,"MF",,,,34,1279000.00,325.28,,,"Unique opportunity to own a Mixed UseProperty.  In the front of the building is a 3-room office currently used for a skin care business (tenant has been there  over 5 yrs, rent is below market value), In the back of the building is a completely remodeled spacious one bedroom apartment with new kitchen, bath, living room and bedroom - new dish washer and stove, plumbing, flooring and electrical. On the 2nd floor is a large 3–4-bedroom apartment with a spacious kitchen with updated cabinets, granite countertops, ss appliances and recessed lighting. The Livingroom has a fireplace, large bathroom with updated sink/vanity and tub/shower set up with a hook up for a w/d.There are 2 rooms on this floor which could be either used as bedrooms or an office, etc. On the next level are 2 more bedrooms. This unit has hard wood floors and recessed lighting. Plenty of parking in the parking lot and 2 off street parking spaces on Court Street. Showings by appointment only. No showings after Dark or 4:","",,,,,"B0460546","Middlesex","BB5151","Pleasant St",52,1,,,,,,,,0,7,,0,7,,"Frame",,"ACT",11/7/2025 11:25:00 AM,,5200.86,"2025",,,,609000,,,,11/7/2025 3:17:00 PM,,,,,,"11/07/2025",,,
"7 Prospect St","Woburn, MA","01801","4219",7,"7f 0h",,,6700,,6970.00,1900,"MF",,,,35,1249900.00,186.55,,,"Great value, priced well below the appraised value! Once in a lifetime opportunity with this desirable mixed-use property offering five/six residential units coupled with a thriving business. Calling all dentists, medical professionals, convenience store owners, tutors, therapists, consultants, accountants, bookkeepers, Real Estate/ travel agents and any business owner. Seize the opportunity to elevate your business and to generate an additional six residential rents in desirable Woburn! Up to five one-bedroom units, one two bedroom plus a store front currently used as a convenience store. Seven total bedrooms and seven baths with parking for twelve. Located close to the bus line as well as shops & restaurants in Woburn Center. See attached floorplan and tour.","",,,,,"B0484717","Middlesex","AC1078","Prospect St",7,0,,,,,,,,0,12,,0,12,,"Frame",,"ACT",12/6/2025 1:28:00 PM,,6463.92,"2025",,,,756900,,,,11/6/2025 8:13:00 AM,,,,,,"11/06/2025",,,
"15 Sturgis Street","Woburn, MA","01801",,6,"3f 0h",,,3879,,4356.00,1920,"MF",,,,26,1199900.00,309.33,,,"Nestled in the highly desirable Horn Pond neighborhood, this rarely available triple decker residence offers the perfect blend of character, comfort and investment appeal. Each sun-filled unit features an inviting layout of 5 spacious rooms, incl 2 bedrms, formal dinrm and gracious livrms with bay window areas in each ~ all enhanced by rich wood floors and charming period details. Eat in kitchens with pantries and laundry connections in each unit provide plenty of space while front and rear porches extend the livingspace to outdoors. The front porches with the gentel breezes and top unit with views of pond are a perfect way to start or end your day! Apartments benefit from separate utilities and off street parking and maintenance free back yard ensuring ease of living for all. Perfect for investors or owner occupants seeking a property with timeless appeal and a premier location close to recreation, transportation and all that Horn Pond has to offer. Perfect for condo conversion!","Please show the first floor and the basement first.  If buyer has any interest, then appts will be made with tenants to show theit units. Please send any offers in one PDF to Eileen@LamacchiaRealty.com.  Please include preapproval or proof of funds with offer.  Please do not submit thru dotloop/docusign.",,,,,"B0423219","Middlesex","AN2885","Sturgis Street",15,0,,,,,,,,0,6,,0,6,,"Frame",,"ACT",11/15/2025 10:04:00 PM,,6437.00,"2025",,,,753800,,,,11/15/2025 10:04:00 PM,,,,,,"11/15/2025",,,
"14 Church Ave","Woburn, MA","01801",,5,"4f 0h",,,3276,,10019.00,1900,"MF",,,,63,1498000.00,457.26,,,"A Rare Opportunity in Woburn Town Center! Discover this exceptional property featuring four condo units perfectly situated in the vibrant heart of Woburn. This well-cared-for building offers ample parking and strong income-producing potential, making it a standout choice for savvy Buyers. With possibilities for interior expansion and value-add improvements, the property offers versatility whether you’re looking to enhance rental income or secure a long-term hold in a highly sought-after location. Opportunities like this are rare. Don’t miss your chance to own a gem in Woburn’s thriving town center!","Existing Liens or Restrictions: Phase II is not for sale and consists of the Carriage House and two parking spaces as described in the condo documents. Current Lien is previous seller financing. Seller will not be holding any paper.",,,,,"CN223329","Middlesex","AC1022","Church Ave",14,0,,,,,,,,0,11,,0,11,,,,"ACT",10/9/2025 8:24:00 PM,,8314.00,"2025",,,,973500,,,,10/9/2025 8:24:00 PM,,,,,,"10/09/2025",,,
"114 Haverhill St","North Reading, MA","01864","2551",5,"3f 1h",,,2925,,13155.00,1940,"MF",,,,57,1150000.00,393.16,,,"Extremely Rare 3 Family in the heart of North Reading. Only steps from Ryers, Flint Library, and Ipswich River Park, not to mention just a block from all 4 schools (Hilltop Nursery school, Batch elementary, Middle and High schools). This unicorn property is completely updated, laundry for each individual unit and has 6 off street parking spaces. Newer Heating and HW systems, new windows on second floor. Seller to install NEW septic system. Sale includes 2nd lot behind home (17,100sq ft) - lot not subdividable.","Please send offers to Shawn@classifiedre.com",,,,,"CN233716","Middlesex","B95141","Haverhill St",114,1,,,,,,,,0,6,,0,6,,,,"ACT",10/15/2025 1:14:00 PM,,8257.00,"2025",,,,632200,,,,10/15/2025 1:14:00 PM,,,,,,"10/15/2025",,,
"409 HAVERHILL STREET","Reading, MA","01867",,6,"3f 0h",,,5677,,28880.00,1956,"MF",,,,99,1649000.00,290.47,,,"Discover a rare blend of sophistication, comfort, and versatility in this beautifully expanded Reading residence designed for today’s multi-generational lifestyle. Featuring a main residence, a private in-law apartment, and a guest suite with kitchenette and separate entrance, this home offers exceptional flexibility for extended family, live-in support, or long-term guests, all under one elegant roof. Sun-filled living areas, an upgraded kitchen, and spacious bedrooms provide everyday comfort, while multi-zone systems ensure year-round efficiency. Landscaped grounds and inviting patios create a peaceful setting for relaxation or entertaining. Ideally located near Reading Center, commuter rail, and major routes.","Also listed as a single-family. Permitted ADU with additional in-law unit attached to main house. 6/7 bedrooms in total. See floor plans for layout",,,,,"TM337444","Middlesex","AN1116","HAVERHILL STREET",409,0,,,,,,,,0,6,,0,7,,"Frame",,"ACT",11/6/2025 10:44:00 AM,,12511.00,"2025",,,,1098400,,,,11/6/2025 10:43:00 AM,,,,,,"09/03/2025",,,
"856 Main Street","Reading, MA","01867",,4,"2f 0h",,,2191,,27050.00,1860,"MF",,,,29,924900.00,422.14,,,"Often admired two-family home on an amazing elevated lot. This is a perfect opportunity for a multi-generational family, investment property or simply used as an expansive single family. This stately home has been meticulously maintained with many updates. Close to Readings vibrant downtown, Commuter Rail and Reading's award winning library. Convenient to the Birch Meadow complex where you will find the Birch Meadow Elementary School, Coolidge Middle School, Reading Memorial High School and the Burbank YMCA. The expansive yard offers lots of opportunity for outdoor enjoyment with a separate fenced-in dog area and a newly paved driveway. Both units have been Certified Deleaded (see attached). Each unit has separately metered gas and electric. Truly a great and solid home offering flexible living options.","Please send all offers in ONE PDF to maryann@maryannquinn.net. Please include documents attached in MLS initialed/signed by Buyer with offer.",,,,,"TM305137","Middlesex","AN8712","Main Street",856,0,,,,,,,,0,4,,0,4,,"Frame",,"ACT",12/3/2025 3:07:00 PM,,6759.00,"2025",,,,769000,,,,11/12/2025 3:10:00 PM,,"Ceiling Fans, Walk-Up Attic, Cable TV Available, Cathedral/Vaulted Ceilings, Crown Molding, Hardwood Floors, Upgraded Countertops, Skylight",,,,"11/12/2025",,,
"5-9 Rockville Park","Stoneham, MA","02180",,0,"0f 0h",,,53000,,136054.00,2025,"MF",,,,22,3450000.00,65.09,,,"Prime Development Opportunity – Fully Entitled 46-Unit Site. Presenting a rare multifamily development opportunity in the highly desirable town of Stoneham, MA. This fully entitled site is approved for 46 residential units, offering a streamlined path to construction in one of Greater Boston’s most dynamic submarkets. Strategically located with convenient access to I-93 and I-95, the site is just minutes from downtown Stoneham, local amenities, and a short commute to Boston. The property sits in a strong rental and for-sale market supported by excellent school systems, vibrant community life, and proximity to regional employers. With all approvals in place, this development is ideally positioned for investors or developers seeking to capitalize on strong demand in the area. Whether you're building for sale or long-term rental income, this is an opportunity to deliver a high-quality residential project in a high-barrier-to-entry market.","Photos are preliminary renderings. Buyer has design and layout flexibility. Documents upon request.",,,,,"CT004592","Middlesex","AN2491","Rockville Park",5,0,,,,,,,,0,28,,0,78,,,,"ACT",11/19/2025 6:53:00 PM,,21793.00,"2025",,,,2130200,,,,11/19/2025 6:53:00 PM,,,,,,"11/19/2025",,,
"24 Park St","Wakefield, MA","01880",,8,"5f 0h",,,3613,,6085.00,1885,"MF",,,,77,1200000.00,332.13,,,"Nestled in a prime location near downtown Wakefield, this distinctive 2-family home offers exceptional opportunities for the owner-occupant seeking supplemental rental income or the savvy investor searching for a cash-flow positive asset.  This spacious home blends original touches with tasteful updates (extensive 2002 addition). The partially finished basement and 3rd level complete with 2 bedrooms, kitchen, and 3/4 bath lends itself to a multigenerational living option. Large vinyl replacement windows throughout provide an abundance of natural light creating a warm, inviting atmosphere. Both units share a large basement as well as a two-level, 800 sq. ft. detached garage- offering flexibility for storage, a workshop, or finished space to provide additional rental income and virtually limitless opportunities. Just short steps to Town Hall, local restaurants, and Lake Quannapowitt as well as easy access to public transportation and major highways, make this your next, wise investment!","Offers, if any, due on Tuesday, September 30th  by 2pm in a single .pdf to jfitzgerald@cjbarrett.com.  Allow twenty-four hours for Seller's response.  Be certain to eradicate any bank account numbers on deposit checks and pre-approval documents. Also, please  refrain from writing Buyer's letters as they may violate fair housing laws.",,,,,"CN230700","Middlesex","B50201","Park St",24,0,,,,,,,,0,8,,0,10,,"Stone/Concrete",,"ACT",9/25/2025 2:07:00 PM,,13105.00,"2025",,,,1154600,,,,9/25/2025 2:07:00 PM,,,,,,"09/25/2025",,,
